description,timestamp,cleaned_description
"Fighting back tears, a grieving mother tells the story of her daughter, murdered and then sexually assaulted by a teenage MS-13 gang member that snuck across the border in March 2022. 

""This could've been anyone's daughter. Kayla wasn't doing anything wrong and she didn't deserve to be murdered.""",2023-05-23 19:54:49,"Fighting back tears a grieving mother tells the story of her daughter murdered and then sexually assaulted by a teenage MS13 gang member that snuck across the border in March 2022 

This couldve been anyones daughter Kayla wasnt doing anything wrong and she didnt deserve to be murdered"
"U.S. Army soldiers assigned to Brutal Company, Second Battalion, 70th Armor Regiment, Second Armored Brigade Combat Team, First Infantry Division, supporting the Fourth Infantry Division, maneuver an M1A2 Abrams tank in a combined-arms live-fire exercise during Anakonda23 exercises at Nowa Deba, Poland, May 15, 2023. (Photo: Sergeant First Class Theresa Gualdarama/U.S. Army National Guard)

Every Monday, National Review posts Defending America, a gallery of recent U.S. armed forces deployments and training exercises featuring images by photographers serving in the Army, Navy, Air Force, Marine Corps, and Coast Guard.

Link in bio for MORE.",2023-05-22 20:15:05,"US Army soldiers assigned to Brutal Company Second Battalion 70th Armor Regiment Second Armored Brigade Combat Team First Infantry Division supporting the Fourth Infantry Division maneuver an M1A2 Abrams tank in a combinedarms livefire exercise during Anakonda23 exercises at Nowa Deba Poland May 15 2023 Photo Sergeant First Class Theresa GualdaramaUS Army National Guard

Every Monday National Review posts Defending America a gallery of recent US armed forces deployments and training exercises featuring images by photographers serving in the Army Navy Air Force Marine Corps and Coast Guard

Link in bio for MORE"
"Scott, who is the only black Republican in the Senate, called the United States the “freest and fairest land, where you and I can go as high as our character, our grit and our talent will take us.”

“I bear witness to that. I testify to that,” he said. “That’s why I’m the candidate the far left fears the most.”

Link in bio for MORE.",2023-05-22 19:35:05,"Scott who is the only black Republican in the Senate called the United States the freest and fairest land where you and I can go as high as our character our grit and our talent will take us

I bear witness to that I testify to that he said Thats why Im the candidate the far left fears the most

Link in bio for MORE"
FBI Whistleblower Testifies Bureau ‘May Have’ Had Confidential Human Sources In Capitol On Jan 6  #NR #NRO #Jan6 #Capitol #January6th #riot #Gaetz #FBI #whistleblower #politics #feds #government,2023-05-20 03:27:56,FBI Whistleblower Testifies Bureau May Have Had Confidential Human Sources In Capitol On Jan 6  NR NRO Jan6 Capitol January6th riot Gaetz FBI whistleblower politics feds government
"Teacher's Union President Randi Weingarten RANTS About Nonsense!

#NR #NRO #RandiWeingarten #teachers #union #what #why #silo #education #shutdown #lockdown #kids #students #wtf #huh #politics #arms #waving",2023-05-20 00:13:51,"Teachers Union President Randi Weingarten RANTS About Nonsense

NR NRO RandiWeingarten teachers union what why silo education shutdown lockdown kids students wtf huh politics arms waving"
"Bud Light Goes Undercover - With sales in freefall after the Dylan Mulvaney debacle, Bud Light seems to have adapted some unorthodox tactics to continue moving their product.

#NR #NRO #beer #BudLight #DylanMulvaney #trans #transgender #lgbtqia #pride #sales #tanking #AnheuserBusch #MillerLite #culturewar",2023-05-20 00:11:03,"Bud Light Goes Undercover  With sales in freefall after the Dylan Mulvaney debacle Bud Light seems to have adapted some unorthodox tactics to continue moving their product

NR NRO beer BudLight DylanMulvaney trans transgender lgbtqia pride sales tanking AnheuserBusch MillerLite culturewar"
"Riley Gaines testifies about her harrowing experience in San Francisco as she was assaulted by an angry leftist mob that ultimately held her ""for ransom."" 

All for arguing that women's sports should be for biological women only. 

Link in bio for MORE.

#NR #NRO #trans #transgender #RileyGaines #NCAA #swimming #attack #assault #mob #leftists #Left #Right #conservatives #liberals #politics",2023-05-18 05:35:33,"Riley Gaines testifies about her harrowing experience in San Francisco as she was assaulted by an angry leftist mob that ultimately held her for ransom 

All for arguing that womens sports should be for biological women only 

Link in bio for MORE

NR NRO trans transgender RileyGaines NCAA swimming attack assault mob leftists Left Right conservatives liberals politics"
"Ed Markey Demands Clarence Thomas Resign, Calls To Pack SCOTUS

#NR #NRO #EdMarkey #Senate #Democrats #JusticeThomas #ClarenceThomas #SCOTUS #SupremeCourt #PackTheCourt #Republicans #conservatives #politics #liberals #AdamSchiff #Trump #Justices",2023-05-18 02:04:07,"Ed Markey Demands Clarence Thomas Resign Calls To Pack SCOTUS

NR NRO EdMarkey Senate Democrats JusticeThomas ClarenceThomas SCOTUS SupremeCourt PackTheCourt Republicans conservatives politics liberals AdamSchiff Trump Justices"
"Kamala Harris Reveals What TV Show She's Binging - Is She A Yellowstone Fan??

#NR #NRO #KamalaHarris #VPHarris #TV #Show #Netflix #Binge #Television #Series #Yellowstone #Yellow #cannibalism #okay #politics #Democrats #Republicans #WhiteHouse #Congress",2023-05-17 22:22:55,"Kamala Harris Reveals What TV Show Shes Binging  Is She A Yellowstone Fan

NR NRO KamalaHarris VPHarris TV Show Netflix Binge Television Series Yellowstone Yellow cannibalism okay politics Democrats Republicans WhiteHouse Congress"
"How the Left Is Trying to Delegitimize the Supreme Court 

#NR #NRO #SCOTUS #SupremeCourt #politics #Left #Right #Republicans #Democrats #JusticeThomas #clarencethomas #brettkavanaugh #conservatives #liberals #magazine",2023-05-17 21:46:17,"How the Left Is Trying to Delegitimize the Supreme Court 

NR NRO SCOTUS SupremeCourt politics Left Right Republicans Democrats JusticeThomas clarencethomas brettkavanaugh conservatives liberals magazine"
"MSNBC Host Says DNC Shouldn't Hold Primary Debates - Wonder Why?

#NR #NRO #Democrats #primary #elections #politics #JoeBiden #Biden #DonaldTrump #Trump #debate #DNC #Republicans",2023-05-17 04:51:16,"MSNBC Host Says DNC Shouldnt Hold Primary Debates  Wonder Why

NR NRO Democrats primary elections politics JoeBiden Biden DonaldTrump Trump debate DNC Republicans"
"Adam Schiff In 2018: ""Evidence Of Collusion Or Conspiracy In Plain Sight"" - Boy Was He WRONG

#NR #NRO #Trump #Schiff #collusion #Russia #fake #false #news #BuzzFeed #Dossier #Durham #CrossfireHurricane #DonaldTrump",2023-05-17 02:11:54,"Adam Schiff In 2018 Evidence Of Collusion Or Conspiracy In Plain Sight  Boy Was He WRONG

NR NRO Trump Schiff collusion Russia fake false news BuzzFeed Dossier Durham CrossfireHurricane DonaldTrump"
"A whole lot of 🦗🦗🦗as they stared at Fetterman 🙈

#NR #NRO #Fetterman #Senate #hearing #awkward #funny #questions #SVB #signaturebank #banks #collapse #bailout",2023-05-17 00:32:41,"A whole lot of as they stared at Fetterman 

NR NRO Fetterman Senate hearing awkward funny questions SVB signaturebank banks collapse bailout"
"Disney Junior Show Pushes Microaggression Ideology On Your Kids When You're Not Looking

#NR #NRO #Disney #Jr #microaggressions #CultureWar #kids #children #indoctrination #parents #cartoons #IDEOLOGY #race #socialjustice #police #words #speech",2023-05-16 23:59:14,"Disney Junior Show Pushes Microaggression Ideology On Your Kids When Youre Not Looking

NR NRO Disney Jr microaggressions CultureWar kids children indoctrination parents cartoons IDEOLOGY race socialjustice police words speech"
